mean,count,Neun_Area,Kondition,Group,Area,cfos_per_area,cfos_per_area_ctrl,mean_ctrl,norm_cfos_per_area,norm_mean_intensity
141.49763129934394,8,424463,WT,0,Secret,1.884734358471763e-05,7.770681160287826e-05,108.05028733755962,0.24254429175446343,1.309553493895778
128.03320790921748,43,424463,WT,0,Secret,0.00010130447176785727,7.770681160287826e-05,108.05028733755962,1.3036755681802412,1.184940929488038
113.19452714817386,66,424463,WT,0,Secret,0.00015549058457392046,7.770681160287826e-05,108.05028733755962,2.0009904069743234,1.0476096819117484
103.0217447222427,13,326592,WT,0,Secret,3.980501665686851e-05,7.770681160287826e-05,108.05028733755962,0.5122461703909896,0.9534610898385928
129.44915579648205,36,432673,WT,0,Secret,8.320371273455936e-05,7.770681160287826e-05,108.05028733755962,1.0707389869471557,1.1980454562982352
131.66382628740766,69,432673,WT,0,Secret,0.00015947378274123878,7.770681160287826e-05,108.05028733755962,2.0522497249820484,1.2185421208189575
98.31808084453951,25,432673,WT,0,Secret,5.778035606566622e-05,7.770681160287826e-05,108.05028733755962,0.7435687409355248,0.9099289161294337
79.59329493946706,10,346624,WT,0,Secret,2.884970457902511e-05,7.770681160287826e-05,108.05028733755962,0.37126352225673503,0.7366319599947925
123.90057144509032,40,399378,WT,0,Secret,0.00010015574217908848,7.770681160287826e-05,108.05028733755962,1.288892699534962,1.1466935859042453
113.03306895617688,55,399810,WT,0,Secret,0.00013756534353818062,7.770681160287826e-05,108.05028733755962,1.7703125466170226,1.0461153944278794
107.68179957879858,11,365405,WT,0,Secret,3.0103583694804394e-05,7.770681160287826e-05,108.05028733755962,0.3873995480428302,0.9965896642402268
79.01359471333167,6,310694,WT,0,Secret,1.9311605631264203e-05,7.770681160287826e-05,108.05028733755962,0.2485188265084975,0.7312668634233753
120.82794251980461,31,430978,WT,0,Secret,7.19294256319348e-05,7.770681160287826e-05,108.05028733755962,0.925651485992388,1.1182565590253948
124.42387762868013,71,430978,WT,0,Secret,0.00016474158773765714,7.770681160287826e-05,108.05028733755962,2.1200405001761147,1.1515367584351517
110.01642177633691,46,411671,WT,0,Secret,0.00011173971448073825,7.770681160287826e-05,108.05028733755962,1.4379655036135779,1.0181964758005213
84.46548180987624,4,359844,WT,0,Secret,1.1115928013250187e-05,7.770681160287826e-05,108.05028733755962,0.14304959609021525,0.7817238055646982
117.81687121256766,4,482421,KO,1,Secret,8.291513014566116e-06,7.770681160287826e-05,108.05028733755962,0.10670252508801942,1.0903892448198336
99.3148266118508,14,482421,KO,1,Secret,2.9020295550981404e-05,7.770681160287826e-05,108.05028733755962,0.37345883780806793,0.919153748305931
76.41692586726482,10,445274,KO,1,Secret,2.2458081989965728e-05,7.770681160287826e-05,108.05028733755962,0.2890104680235507,0.7072348232497606
48.29457364341086,1,445274,KO,1,Secret,2.245808198996573e-06,7.770681160287826e-05,108.05028733755962,0.02890104680235507,0.4469638613040788
111.45801382733944,26,386206,KO,1,Secret,6.732158485367912e-05,7.770681160287826e-05,108.05028733755962,0.866353714237138,1.0315383380622927
103.61625234723648,21,386206,KO,1,Secret,5.43751262279716e-05,7.770681160287826e-05,108.05028733755962,0.6997472307299961,0.9589632281451433
107.04929694501232,7,331824,KO,1,Secret,2.1095520516900524e-05,7.770681160287826e-05,108.05028733755962,0.2714758215111112,0.9907358840294416
103.87854999323284,8,372346,KO,1,Secret,2.1485392618693367e-05,7.770681160287826e-05,108.05028733755962,0.2764930406422382,0.9613907797274627
105.75661376958405,28,372346,KO,1,Secret,7.519887416542678e-05,7.770681160287826e-05,108.05028733755962,0.9677256422478336,0.9787721659563022
103.38840633397606,26,372346,KO,1,Secret,6.982752601075344e-05,7.770681160287826e-05,108.05028733755962,0.898602382087274,0.956854524699047
123.95375722543352,1,310883,KO,1,Secret,3.216644203767977e-06,7.770681160287826e-05,108.05028733755962,0.041394623423834216,1.147185817638688
145.73830369873303,21,408302,KO,1,Secret,5.1432518087102196e-05,7.770681160287826e-05,108.05028733755962,0.661879145807047,1.348800704651829
132.18412298495716,28,408302,KO,1,Secret,6.857669078280292e-05,7.770681160287826e-05,108.05028733755962,0.8825055277427293,1.2233574407072243
106.85545634614691,27,408302,KO,1,Secret,6.612752325484567e-05,7.770681160287826e-05,108.05028733755962,0.850987473180489,0.9889418989911619
84.51892674956956,24,296339,KO,1,Secret,8.098832755729081e-05,7.770681160287826e-05,108.05028733755962,1.0422294505040661,0.7822184358059521
113.0249461181032,33,459561,WT,0,Secret,7.180765991892262e-05,5.873033042084139e-05,121.35843025753275,1.222667391863345,0.9313316419654968
118.55814049518307,41,462386,WT,0,Secret,8.867050472981448e-05,5.873033042084139e-05,121.35843025753275,1.5097906668399799,0.9769254615735616
107.12710182768436,10,445369,WT,0,Secret,2.2453291540273348e-05,5.873033042084139e-05,121.35843025753275,0.382311684258896,0.8827330874365438
74.09058539760622,9,360577,WT,0,Secret,2.4959994675201135e-05,5.873033042084139e-05,121.35843025753275,0.42499326151149464,0.6105104131651983
165.69960764916505,5,424463,WT,0,Secret,1.177958974044852e-05,5.873033042084139e-05,121.35843025753275,0.20057080653284295,1.3653736893064339
147.4509958965146,37,424463,WT,0,Secret,8.716896407931905e-05,5.873033042084139e-05,121.35843025753275,1.4842239683430378,1.2150041458480572
126.70259419211183,43,424463,WT,0,Secret,0.00010130447176785727,5.873033042084139e-05,121.35843025753275,1.7249089361824494,1.0440361985833067
106.04779553359047,11,326592,WT,0,Secret,3.36811679404272e-05,5.873033042084139e-05,121.35843025753275,0.5734884802976505,0.8738395454567777
146.8035668460537,29,432673,WT,0,Secret,6.702521303617281e-05,5.873033042084139e-05,121.35843025753275,1.1412367775882264,1.2096692956107313
144.81506874982435,60,432673,WT,0,Secret,0.00013867285455759892,5.873033042084139e-05,121.35843025753275,2.3611795398377096,1.193283964224938
118.20333761399661,13,432673,WT,0,Secret,3.0045785154146436e-05,5.873033042084139e-05,121.35843025753275,0.5115889002981705,0.9740018667278345
92.07147712064007,6,346624,WT,0,Secret,1.7309822747415068e-05,5.873033042084139e-05,121.35843025753275,0.29473395813336684,0.7586739291638552
139.33113761047747,35,399378,WT,0,Secret,8.763627440670242e-05,5.873033042084139e-05,121.35843025753275,1.4921808506563978,1.1480960763484263
126.2892426202587,45,399810,WT,0,Secret,0.00011255346289487506,5.873033042084139e-05,121.35843025753275,1.9164452521951703,1.0406301593738676
112.05630089704302,6,365405,WT,0,Secret,1.64201365608024e-05,5.873033042084139e-05,121.35843025753275,0.27958529167367757,0.9233499531861954
90.1566797240971,4,310694,WT,0,Secret,1.2874403754176135e-05,5.873033042084139e-05,121.35843025753275,0.2192121798382978,0.742895895511973
135.27072972652516,24,430978,WT,0,Secret,5.56872972634334e-05,5.873033042084139e-05,121.35843025753275,0.9481863436557796,1.1146380967475382
144.9067054908636,49,430978,WT,0,Secret,0.00011369489857950986,5.873033042084139e-05,121.35843025753275,1.93588045163055,1.1940390559053824
127.00290950644113,31,411671,WT,0,Secret,7.530285106310622e-05,5.873033042084139e-05,121.35843025753275,1.2821799319621026,1.046510812944188
91.55968213447522,2,359844,WT,0,Secret,5.5579640066250934e-06,5.873033042084139e-05,121.35843025753275,0.09463532670084827,0.754456710919694
156.20419399721726,2,482421,KO,1,Secret,4.145756507283058e-06,5.873033042084139e-05,121.35843025753275,0.07058970173632584,1.28713096952341
130.15755045374095,9,482421,KO,1,Secret,1.865590428277376e-05,5.873033042084139e-05,121.35843025753275,0.3176536578134663,1.0725052242150441
87.58481707886278,8,445274,KO,1,Secret,1.7966465591972583e-05,5.873033042084139e-05,121.35843025753275,0.3059146009094629,0.7217036088304741
,0,445274,KO,1,Secret,0.0,5.873033042084139e-05,121.35843025753275,0.0,
128.38167877601717,9,386206,KO,1,Secret,2.3303625526273544e-05,5.873033042084139e-05,121.35843025753275,0.3967903016939929,1.0578719459668398
125.42387115188147,11,386206,KO,1,Secret,2.848220897655655e-05,5.873033042084139e-05,121.35843025753275,0.48496592429265795,1.0334994518775624
117.39068286039766,7,331824,KO,1,Secret,2.1095520516900524e-05,5.873033042084139e-05,121.35843025753275,0.35919294793230794,0.9673055477998916
111.34459388322792,6,372346,KO,1,Secret,1.6114044464020023e-05,5.873033042084139e-05,121.35843025753275,0.27437346850515415,0.9174854490697133
121.78339421205891,21,372346,KO,1,Secret,5.639915562407009e-05,5.873033042084139e-05,121.35843025753275,0.9603071397680397,1.0035017258679464
119.69665864644895,19,372346,KO,1,Secret,5.1027807469396744e-05,5.873033042084139e-05,121.35843025753275,0.8688493169329883,0.9863069124447525
129.53333333333333,1,310883,KO,1,Secret,3.216644203767977e-06,5.873033042084139e-05,121.35843025753275,0.05476972768105694,1.067361641531229
176.32427222202386,13,408302,KO,1,Secret,3.183917786344421e-05,5.873033042084139e-05,121.35843025753275,0.5421249571609013,1.4529214974835205
143.3750511308892,23,408302,KO,1,Secret,5.6330853143016686e-05,5.873033042084139e-05,121.35843025753275,0.9591441549769791,1.1814181415055827
121.60558930043459,16,408302,KO,1,Secret,3.918668044731596e-05,5.873033042084139e-05,121.35843025753275,0.6672307165057246,1.0020366038220612
93.01836865682942,16,296339,KO,1,Secret,5.39922183715272e-05,5.873033042084139e-05,121.35843025753275,0.9193242739252018,0.7664763664084701
103.1336122098516,39,459561,WT,0,Secret,8.486359808599946e-05,6.786572481147924e-05,111.96659392459158,1.2504632982516248,0.9211105615958194
106.3722765991911,48,462386,WT,0,Secret,0.00010380937139100232,6.786572481147924e-05,111.96659392459158,1.529628861687827,0.950035835428126
88.99695394309146,15,445369,WT,0,Secret,3.367993731041002e-05,6.786572481147924e-05,111.96659392459158,0.4962731541432411,0.7948527397647734
74.3342262473928,6,360577,WT,0,Secret,1.663999645013409e-05,6.786572481147924e-05,111.96659392459158,0.24518999091746965,0.6638964680613236
165.61804769315026,5,424463,WT,0,Secret,1.177958974044852e-05,6.786572481147924e-05,111.96659392459158,0.1735720022613837,1.479173759672393
142.0925494920015,36,424463,WT,0,Secret,8.481304613122935e-05,6.786572481147924e-05,111.96659392459158,1.2497184162819628,1.269061998864585
113.62403298380386,55,424463,WT,0,Secret,0.0001295754871449337,6.786572481147924e-05,111.96659392459158,1.9092920248752205,1.014802978291262
105.4534095396515,14,326592,WT,0,Secret,4.286694101508916e-05,6.786572481147924e-05,111.96659392459158,0.6316434567547472,0.9418292174777895
134.80079668737318,33,432673,WT,0,Secret,7.627007000667941e-05,6.786572481147924e-05,111.96659392459158,1.1238378462551777,1.2039376385617322
139.36515032893263,68,432673,WT,0,Secret,0.00015716256849861212,6.786572481147924e-05,111.96659392459158,2.315787077131881,1.2447029550867084
92.93545012157958,21,432673,WT,0,Secret,4.8535499095159625e-05,6.786572481147924e-05,111.96659392459158,0.7151695385260222,0.8300283760008874
84.30303949134155,6,346624,WT,0,Secret,1.7309822747415068e-05,6.786572481147924e-05,111.96659392459158,0.25505986704627626,0.7529302851537918
136.2325075668287,39,399378,WT,0,Secret,9.765184862461127e-05,6.786572481147924e-05,111.96659392459158,1.4388978957474248,1.2167245853578432
116.40705100474618,53,399810,WT,0,Secret,0.0001325629674095195,6.786572481147924e-05,111.96659392459158,1.9533124825198502,1.039658767177871
104.86727071484628,10,365405,WT,0,Secret,2.7366894268003997e-05,6.786572481147924e-05,111.96659392459158,0.40325060027024107,0.936594273694468
77.02895825345036,5,310694,WT,0,Secret,1.6093004692720167e-05,6.786572481147924e-05,111.96659392459158,0.2371300790999302,0.6879637537722065
125.11552083940758,24,430978,WT,0,Secret,5.56872972634334e-05,6.786572481147924e-05,111.96659392459158,0.8205511311950815,1.1174361606790655
135.2754841650695,58,430978,WT,0,Secret,0.0001345776350532974,6.786572481147924e-05,111.96659392459158,1.9829985670547803,1.2081771841356204
121.77657939407202,32,411671,WT,0,Secret,7.773197529094835e-05,6.786572481147924e-05,111.96659392459158,1.1453789892744248,1.0876152888609558
71.59896121605001,3,359844,WT,0,Secret,8.33694600993764e-06,6.786572481147924e-05,111.96659392459158,0.12284472070542855,0.6394671723627784
139.41677708275557,2,482421,KO,1,Secret,4.145756507283058e-06,6.786572481147924e-05,111.96659392459158,0.06108763324637503,1.2451640457746838
88.25435798949431,8,482421,KO,1,Secret,1.6583026029132233e-05,6.786572481147924e-05,111.96659392459158,0.2443505329855001,0.7882204405443713
75.43281904549534,10,445274,KO,1,Secret,2.2458081989965728e-05,6.786572481147924e-05,111.96659392459158,0.33091935660233346,0.6737082588785241
,0,445274,KO,1,Secret,0.0,6.786572481147924e-05,111.96659392459158,0.0,
123.54883765563788,8,386206,KO,1,Secret,2.0714333801132038e-05,6.786572481147924e-05,111.96659392459158,0.3052252644272692,1.1034437444694158
117.43810129010222,13,386206,KO,1,Secret,3.366079242683956e-05,6.786572481147924e-05,111.96659392459158,0.4959910546943125,1.0488673199186147
112.63951351107882,7,331824,KO,1,Secret,2.1095520516900524e-05,6.786572481147924e-05,111.96659392459158,0.3108420425111601,1.006010003188455
106.13497137991426,6,372346,KO,1,Secret,1.6114044464020023e-05,6.786572481147924e-05,111.96659392459158,0.2374400996789235,0.9479164066685385
107.6108476783084,25,372346,KO,1,Secret,6.714185193341677e-05,6.786572481147924e-05,111.96659392459158,0.9893337486621814,0.9610978052148597
107.56490775545022,19,372346,KO,1,Secret,5.1027807469396744e-05,6.786572481147924e-05,111.96659392459158,0.7518936489832578,0.9606875049525411
115.79297820823244,1,310883,KO,1,Secret,3.216644203767977e-06,6.786572481147924e-05,111.96659392459158,0.047397183375014855,1.0341743385193793
196.23640435802935,10,408302,KO,1,Secret,2.4491675279572473e-05,6.786572481147924e-05,111.96659392459158,0.36088431012277045,1.7526335086176925
141.73425119046286,18,408302,KO,1,Secret,4.408501550323045e-05,6.786572481147924e-05,111.96659392459158,0.6495917582209868,1.2658619524134092
107.55919378045853,14,408302,KO,1,Secret,3.428834539140146e-05,6.786572481147924e-05,111.96659392459158,0.5052380341718786,0.9606364720971918
83.91031691136324,16,296339,KO,1,Secret,5.39922183715272e-05,6.786572481147924e-05,111.96659392459158,0.795574180066734,0.7494227873706333
103.13536225379336,37,459561,WT,0,Secret,8.051161869697385e-05,6.800024760089449e-05,113.33651660475857,1.183990081470156,0.9099923426573981
106.61153635144589,49,462386,WT,0,Secret,0.00010597206662831487,6.800024760089449e-05,113.33651660475857,1.5584070700783874,0.9406636055635548
98.57924550010239,11,445369,WT,0,Secret,2.469862069430068e-05,6.800024760089449e-05,113.33651660475857,0.36321368768039297,0.8697924416000925
67.72889577556845,10,360577,WT,0,Secret,2.773332741689015e-05,6.800024760089449e-05,113.33651660475857,0.4078415652199087,0.5975911189485488
151.14617951663158,6,424463,WT,0,Secret,1.4135507688538224e-05,6.800024760089449e-05,113.33651660475857,0.20787435615678967,1.3336053025498185
135.4956558200369,36,424463,WT,0,Secret,8.481304613122935e-05,6.800024760089449e-05,113.33651660475857,1.2472461369407382,1.1955163250036567
117.84343097524314,58,424463,WT,0,Secret,0.00013664324098920284,6.800024760089449e-05,113.33651660475857,2.009452109515634,1.0397657745755646
105.48266380973585,11,326592,WT,0,Secret,3.36811679404272e-05,6.800024760089449e-05,113.33651660475857,0.49530948972580147,0.9307032452531458
134.71557511469874,31,432673,WT,0,Secret,7.164764152142611e-05,6.800024760089449e-05,113.33651660475857,1.0536379505842217,1.188633453280516
135.54524449006286,64,432673,WT,0,Secret,0.00014791771152810552,6.800024760089449e-05,113.33651660475857,2.175252543141619,1.1959538598027797
108.03807001001525,18,432673,WT,0,Secret,4.160185636727968e-05,6.800024760089449e-05,113.33651660475857,0.6117897777585805,0.9532503137252688
81.65929482062529,7,346624,WT,0,Secret,2.0194793205317577e-05,6.800024760089449e-05,113.33651660475857,0.29698117165461513,0.7205029523308706
130.3470300148139,38,399378,WT,0,Secret,9.514795507013407e-05,6.800024760089449e-05,113.33651660475857,1.3992295385242461,1.1500885497423265
114.83492287576608,55,399810,WT,0,Secret,0.00013756534353818062,6.800024760089449e-05,113.33651660475857,2.0230123917426894,1.01322086045959
121.83977647375802,8,365405,WT,0,Secret,2.1893515414403196e-05,6.800024760089449e-05,113.33651660475857,0.32196228965076895,1.075026656224605
80.97034392069524,5,310694,WT,0,Secret,1.6093004692720167e-05,6.800024760089449e-05,113.33651660475857,0.23666097198899724,0.714424144541739
126.01809088280223,28,430978,WT,0,Secret,6.496851347400563e-05,6.800024760089449e-05,113.33651660475857,0.9554158369439676,1.111893100811175
131.0918765713251,62,430978,WT,0,Secret,0.0001438588512638696,6.800024760089449e-05,113.33651660475857,2.1155636389473567,1.1566605406489177
118.1031297772695,34,411671,WT,0,Secret,8.259022374663262e-05,6.800024760089449e-05,113.33651660475857,1.214557691486203,1.0420571702334356
97.54400714078133,3,359844,WT,0,Secret,8.33694600993764e-06,6.800024760089449e-05,113.33651660475857,0.1226017007889244,0.8606582420469929
144.3574405884572,2,482421,KO,1,Secret,4.145756507283058e-06,6.800024760089449e-05,113.33651660475857,0.06096678546841827,1.2737063473715071
109.79484184973049,8,482421,KO,1,Secret,1.6583026029132233e-05,6.800024760089449e-05,113.33651660475857,0.2438671418736731,0.9687508063497393
76.4218761997131,9,445274,KO,1,Secret,2.0212273790969157e-05,6.800024760089449e-05,113.33651660475857,0.2972382381546399,0.6742917330538852
,0,445274,KO,1,Secret,0.0,6.800024760089449e-05,113.33651660475857,0.0,
119.49312049825134,8,386206,KO,1,Secret,2.0714333801132038e-05,6.800024760089449e-05,113.33651660475857,0.30462144671454927,1.054321449766829
114.08884892146934,16,386206,KO,1,Secret,4.1428667602264076e-05,6.800024760089449e-05,113.33651660475857,0.6092428934290985,1.0066380398767185
108.25635741129508,8,331824,KO,1,Secret,2.410916630502917e-05,6.800024760089449e-05,113.33651660475857,0.35454527234268535,0.9551763249334753
103.16755535940909,6,372346,KO,1,Secret,1.6114044464020023e-05,6.800024760089449e-05,113.33651660475857,0.23697037926385514,0.9102763914933792
112.31075681856257,21,372346,KO,1,Secret,5.639915562407009e-05,6.800024760089449e-05,113.33651660475857,0.8293963274234931,0.9909494325666178
113.34447701459123,20,372346,KO,1,Secret,5.3713481546733416e-05,6.800024760089449e-05,113.33651660475857,0.7899012642128506,1.000070236937495
115.44604316546764,1,310883,KO,1,Secret,3.216644203767977e-06,6.800024760089449e-05,113.33651660475857,0.04730341899116357,1.0186129468586518
172.16561342883546,13,408302,KO,1,Secret,3.183917786344421e-05,6.800024760089449e-05,113.33651660475857,0.46822149899091536,1.5190656867391923
133.25870815728416,25,408302,KO,1,Secret,6.122918819893118e-05,6.800024760089449e-05,113.33651660475857,0.9004259595979142,1.1757791058816531
119.91588553917421,18,408302,KO,1,Secret,4.408501550323045e-05,6.800024760089449e-05,113.33651660475857,0.6483066909104982,1.0580516247676823
82.57513634341132,17,296339,KO,1,Secret,5.736673201974765e-05,6.800024760089449e-05,113.33651660475857,0.8436253402552764,0.7285836799747232
112.41656958984193,32,459561,WT,0,Secret,6.963167022440982e-05,6.094848663388618e-05,114.70267595078217,1.1424675832015811,0.9800692848532916
118.0173387808044,37,462386,WT,0,Secret,8.001972378056428e-05,6.094848663388618e-05,114.70267595078217,1.3129074764602089,1.0288978683587515
109.31495214480779,13,445369,WT,0,Secret,2.918927900235535e-05,6.094848663388618e-05,114.70267595078217,0.4789172072096483,0.9530287871550076
63.24282393094111,10,360577,WT,0,Secret,2.773332741689015e-05,6.094848663388618e-05,114.70267595078217,0.4550289752636935,0.5513631081987835
149.78956904339896,6,424463,WT,0,Secret,1.4135507688538224e-05,6.094848663388618e-05,114.70267595078217,0.2319254910043846,1.3058942853928905
133.92652625347873,35,424463,WT,0,Secret,8.245712818313964e-05,6.094848663388618e-05,114.70267595078217,1.3528986975255768,1.1675972259875205
116.89118805698153,46,424463,WT,0,Secret,0.00010837222561212638,6.094848663388618e-05,114.70267595078217,1.778095431033615,1.0190798696548147
102.66230529682326,12,326592,WT,0,Secret,3.6743092298647854e-05,6.094848663388618e-05,114.70267595078217,0.6028548751236655,0.8950297318335859
137.93958492493363,31,432673,WT,0,Secret,7.164764152142611e-05,6.094848663388618e-05,114.70267595078217,1.175544225598399,1.2025838436770402
134.88204510769174,53,432673,WT,0,Secret,0.0001224943548592124,6.094848663388618e-05,114.70267595078217,2.0098014179585535,1.1759276232192555
115.83896262595574,18,432673,WT,0,Secret,4.160185636727968e-05,6.094848663388618e-05,114.70267595078217,0.6825740664764898,1.0099063658781697
80.07796306021783,10,346624,WT,0,Secret,2.884970457902511e-05,6.094848663388618e-05,114.70267595078217,0.47334570835734635,0.6981350905412051
133.6557693774687,34,399378,WT,0,Secret,8.513238085222522e-05,6.094848663388618e-05,114.70267595078217,1.3967923660452835,1.1652367154434924
121.77796006383443,45,399810,WT,0,Secret,0.00011255346289487506,6.094848663388618e-05,114.70267595078217,1.8466982383168398,1.0616836883220422
122.94337487681338,9,365405,WT,0,Secret,2.4630204841203596e-05,6.094848663388618e-05,114.70267595078217,0.40411511756076446,1.0718439989104285
86.72017743632297,3,310694,WT,0,Secret,9.655802815632101e-06,6.094848663388618e-05,114.70267595078217,0.1584256369421265,0.7560431935653688
119.28337780781466,26,430978,WT,0,Secret,6.0327905368719516e-05,6.094848663388618e-05,114.70267595078217,0.9898179380745832,1.0399354402071495
131.18740793467535,54,430978,WT,0,Secret,0.00012529641884272515,6.094848663388618e-05,114.70267595078217,2.055775717539519,1.14371706542371
115.63231064977519,33,411671,WT,0,Secret,8.016109951879049e-05,6.094848663388618e-05,114.70267595078217,1.3152270703670346,1.0081047341859044
87.85331205306194,3,359844,WT,0,Secret,8.33694600993764e-06,6.094848663388618e-05,114.70267595078217,0.1367867599406883,0.7659220791915872
142.14209287325318,3,482421,KO,1,Secret,6.218634760924586e-06,6.094848663388618e-05,114.70267595078217,0.10203099542535886,1.23922211661605
133.97102987573146,7,482421,KO,1,Secret,1.4510147775490702e-05,6.094848663388618e-05,114.70267595078217,0.23807232265917067,1.167985217129696
90.38317455224636,7,445274,KO,1,Secret,1.572065739297601e-05,6.094848663388618e-05,114.70267595078217,0.257933515025714,0.7879779072550054
,0,445274,KO,1,Secret,0.0,6.094848663388618e-05,114.70267595078217,0.0,
118.40331283845629,17,386206,KO,1,Secret,4.401795932740558e-05,6.094848663388618e-05,114.70267595078217,0.7222157884217661,1.0322628644623952
