subarea,ens,unet,fold,type,grp_mean_1,grp_mean_2,grp_median_1,grp_median_2,grp_std_1,grp_std_2,anova_ok,U_mwu1_vs_2,eta^2_mwu1_vs_2,p_mwu1_vs_2,c_mwu1_vs_2,c0.01_mwu1_vs_2,c0.001_mwu1_vs_2,mwu1_vs_2,eta^2_aov1_vs_2,p_aov1_vs_2,c_aov1_vs_2,aov1_vs_2,ens_clean,valid,models_clean,initialization
PVT,ens_f27,ens_f27,e,norm_cfos_per_area,1.0,1.6960351738946375,0.8747467457365647,1.5604919544942355,0.5775062267354051,0.4544702142216226,True,25.0,0.30680555555555555,0.007259954988190575,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.329,0.0034126143232231744,0.16352829777065497,2,mue_consensus1,yes,ensemble, from scratch
PVT,ens_f27,f27_sc_cyc_mue_cFOS_staple_1.0014.h5,1,norm_cfos_per_area,1.0,1.682619922462795,0.882260600431892,1.549036774275349,0.584539599567625,0.41823181070071025,True,25.0,0.30680555555555555,0.007259954988190575,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.33,0.0033406757690387346,0.16352829777065497,2,mue_consensus1,yes,model1, from scratch
PVT,ens_f27,f27_sc_cyc_mue_cFOS_staple_2.0019.h5,2,norm_cfos_per_area,1.0000000000000002,1.7644969807866746,0.8935969899489098,1.5118114152842832,0.5604416054651334,0.7183320327657977,False,25.0,0.30680555555555555,0.007259954988190575,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.277,0.008178350056703284,0.16352829777065497,2,mue_consensus1,yes,model2, from scratch
PVT,ens_f27,f27_sc_cyc_mue_cFOS_staple_4.0018.h5,4,norm_cfos_per_area,1.0,1.716905957289512,0.8541238593661762,1.5801998063512812,0.6018942882973028,0.4727487602667066,True,25.0,0.30680555555555555,0.007259954988190575,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.324,0.003717424945956134,0.16352829777065497,2,mue_consensus1,yes,model4, from scratch
PVT,ens_f27,f27_sc_cyc_mue_cFOS_staple_5.0013.h5,5,norm_cfos_per_area,1.0000000000000002,1.6568569778008069,0.8924186366417383,1.542403748231548,0.566240647646336,0.3944285226652056,True,25.0,0.30680555555555555,0.007259954988190575,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.331,0.0032826051064348757,0.16352829777065497,2,mue_consensus1,yes,model5, from scratch
PVT,ens_f27a,ens_f27a,e,norm_cfos_per_area,1.0,1.699121468373031,0.8694020845938233,1.5449267331178649,0.5933378584498051,0.4856603995226232,False,25.0,0.30680555555555555,0.007259954988190575,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.312,0.004555420033730447,0.16352829777065497,2,mue_consensus2,yes,ensemble, from scratch
PVT,ens_f27a,f27a_sc_cyc_mue_cFOS_staple_1.0016.h5,1,norm_cfos_per_area,1.0,1.7129515021489283,0.8649530648769568,1.5997812375494793,0.5984000581821657,0.42662521874959936,True,24.0,0.32,0.006098945931214367,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.339,0.002824517340376647,0.16352829777065497,2,mue_consensus2,yes,model1, from scratch
PVT,ens_f27a,f27a_sc_cyc_mue_cFOS_staple_2.0013.h5,2,norm_cfos_per_area,0.9999999999999999,1.6430558170413565,0.8796558642543117,1.4823250797160163,0.5705360207021405,0.4471012576094216,False,28.0,0.26888888888888896,0.012022825407617439,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.3,0.005562655573577391,0.16352829777065497,2,mue_consensus2,yes,model2, from scratch
PVT,ens_f27a,f27a_sc_cyc_mue_cFOS_staple_4.0019.h5,4,norm_cfos_per_area,1.0,1.7355158112323412,0.865425077160805,1.5727669345528341,0.5974509249920831,0.5419742516317451,False,26.0,0.29388888888888887,0.008615558118820473,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.312,0.0045544870343534535,0.16352829777065497,2,mue_consensus2,yes,model4, from scratch
PVT,ens_f27a,f27a_sc_cyc_mue_cFOS_staple_5.0020.h5,5,norm_cfos_per_area,0.9999999999999999,1.7804953573543931,0.9037369211270307,1.518838187188447,0.5846418527664934,0.7408067765238953,False,26.0,0.29388888888888887,0.008615558118820473,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.272,0.008999520258688585,0.16352829777065497,2,mue_consensus2,yes,model5, from scratch
PVT,ens_f27c,ens_f27c,e,norm_cfos_per_area,1.0,1.6885898117078566,0.867341367706925,1.5349829187748227,0.5915294512116431,0.5184165858662595,False,27.0,0.28124999999999994,0.010193104991108252,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.295,0.006113167383220885,0.16352829777065497,2,mue_consensus3,yes,ensemble, from scratch
PVT,ens_f27c,f27c_sc_cyc_mue_cFOS_staple_1.0027.h5,1,norm_cfos_per_area,0.9999999999999997,1.8478606864455036,0.8325701743488272,1.625630663400713,0.6270474813442886,0.7091820094158064,False,26.0,0.29388888888888887,0.008615558118820473,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.304,0.005193070350565303,0.16352829777065497,2,mue_consensus3,yes,model1, from scratch
PVT,ens_f27c,f27c_sc_cyc_mue_cFOS_staple_2.0017.h5,2,norm_cfos_per_area,1.0,1.565902976356287,0.8969273736131781,1.4762931400305424,0.5508733454326624,0.30487997031751113,True,27.0,0.28124999999999994,0.010193104991108252,0.1600607841955885,0.2764540250425506,0.4511485904442805,2,0.306,0.005061883778706657,0.16352829777065497,2,mue_consensus3,yes,model2, from scratch
