Unnamed: 0,subarea,ens,unet,fold,Experiment,Nummer,mean,count,Neun_Area,Kondition,Group,cfos_per_area,cfos_per_area_ctrl,mean_ctrl,norm_cfos_per_area,norm_mean_intensity
75,CA1,ens_10,ens_10,bin_average,4,1426,0.117555811612052,7,88777,H,0,7.884925149531973e-05,6.690429663689447e-05,0.14159690004122644,1.1785379334193342,0.8302145850497095
76,CA1,ens_10,ens_10,bin_average,4,1433,0.12588079053141715,5,89160,H,0,5.6078959174517726e-05,6.690429663689447e-05,0.14159690004122644,0.83819667784375,0.8890080961854852
77,CA1,ens_10,ens_10,bin_average,4,1444,0.165994201031644,12,97557,H,0,0.00012300501245425752,6.690429663689447e-05,0.14159690004122644,1.838521868361235,1.1723010954569923
78,CA1,ens_10,ens_10,bin_average,4,1449,0.11400777536334834,3,118432,H,0,2.5330991623885435e-05,6.690429663689447e-05,0.14159690004122644,0.3786153191530097,0.8051572833173225
79,CA1,ens_10,ens_10,bin_average,4,1453,0.13098039215686275,1,125994,H,0,7.936885883454769e-06,6.690429663689447e-05,0.14159690004122644,0.118630436047032,0.9250230204102444
80,CA1,ens_10,ens_10,bin_average,4,1458,0.16062929347263766,6,103663,H,0,5.787986070246858e-05,6.690429663689447e-05,0.14159690004122644,0.8651142544192094,1.1344125007388568
81,CA1,ens_10,ens_10,bin_average,4,1465,0.15363210490247214,2,99295,H,0,2.014200110781006e-05,6.690429663689447e-05,0.14159690004122644,0.30105691443294724,1.0849962453820785
82,CA1,ens_10,ens_10,bin_average,4,1470,0.1389743234478901,5,99487,H,0,5.025782263009237e-05,6.690429663689447e-05,0.14159690004122644,0.7511897614416833,0.9814785733828016
83,CA1,ens_10,ens_10,bin_average,4,1474,0.1710695006088303,4,107756,H,0,3.7120902780355616e-05,6.690429663689447e-05,0.14159690004122644,0.5548358572816271,1.2081443912898011
84,CA1,ens_10,ens_10,bin_average,4,1571,0.1260442654682979,5,108586,H,0,4.604645166043505e-05,6.690429663689447e-05,0.14159690004122644,0.6882435654370613,0.8901626054779423
85,CA1,ens_10,ens_10,bin_average,4,1575,0.13103162656259928,11,120426,H,0,9.13424011426104e-05,6.690429663689447e-05,0.14159690004122644,1.365269582585216,0.9253848532308896
86,CA1,ens_10,ens_10,bin_average,4,1581,0.14418221383708352,9,99607,H,0,9.035509552541487e-05,6.690429663689447e-05,0.14159690004122644,1.350512598851363,1.0182582655065495
87,CA1,ens_10,ens_10,bin_average,4,1588,0.13387949204694544,9,92389,H,0,9.741419433049389e-05,6.690429663689447e-05,0.14159690004122644,1.4560229944450935,0.9454973379217058
88,CA1,ens_10,ens_10,bin_average,4,1593,0.18281905673436108,11,99630,H,0,0.00011040851149252232,6.690429663689447e-05,0.14159690004122644,1.6502454557102002,1.291123299176272
89,CA1,ens_10,ens_10,bin_average,4,1599,0.1635411350480912,8,93786,H,0,8.530057791141535e-05,6.690429663689447e-05,0.14159690004122644,1.2749641233710576,1.154976803874065
90,CA1,ens_10,ens_10,bin_average,4,1603,0.17063662894910805,65,117182,-,1,0.0005546927002440646,6.690429663689447e-05,0.14159690004122644,8.290838229038023,1.2050873211166813
91,CA1,ens_10,ens_10,bin_average,4,1606,0.16087707024939368,75,121641,-,1,0.0006165684267640022,6.690429663689447e-05,0.14159690004122644,9.21567758361269,1.1361623750417824
92,CA1,ens_10,ens_10,bin_average,4,1611,0.18027474800195425,70,96524,-,1,0.0007252082383655879,6.690429663689447e-05,0.14159690004122644,10.839486771701157,1.2731546237909632
93,CA1,ens_10,ens_10,bin_average,4,1618,0.1881761553460844,75,91220,-,1,0.0008221881166410875,6.690429663689447e-05,0.14159690004122644,12.289018164308608,1.3289567447542725
94,CA1,ens_10,ens_10,bin_average,4,1625,0.20908617355527104,79,98492,-,1,0.0008020956016732325,6.690429663689447e-05,0.14159690004122644,11.98870090550979,1.4766295977835309
95,CA1,ens_10,ens_10,bin_average,4,1632,0.19297254642138287,62,85304,-,1,0.000726812341742474,6.690429663689447e-05,0.14159690004122644,10.863462860794387,1.3628303046549624
96,CA1,ens_6,ens_6,bin_average,1,0,0.11589439789924225,14,95877,+,2,0.00014602042199901957,0.00022550801790380024,0.15237791953361082,0.6475176508416238,0.7605721239269104
97,CA1,ens_6,ens_6,bin_average,1,3,0.1723973786500224,54,83538,+,2,0.0006464124111182935,0.00022550801790380024,0.15237791953361082,2.8664719646201116,1.1313803153218387
98,CA1,ens_6,ens_6,bin_average,1,9,0.15048252142416912,61,83791,+,2,0.0007280018140373071,0.00022550801790380024,0.15237791953361082,3.228274634331921,0.9875612023366442
99,CA1,ens_6,ens_6,bin_average,1,12,0.19210920232803075,67,83197,+,2,0.000805317499429066,0.00022550801790380024,0.15237791953361082,3.5711257937294603,1.2607417328969122
100,CA1,ens_6,ens_6,bin_average,1,17,0.17044883186831622,69,111795,-,1,0.0006172011270629277,0.00022550801790380024,0.15237791953361082,2.7369365080678434,1.1185927225546572
101,CA1,ens_6,ens_6,bin_average,1,20,0.10400937435925063,29,94901,-,1,0.00030558160609477243,0.00022550801790380024,0.15237791953361082,1.3550808921797668,0.6825751045663063
102,CA1,ens_6,ens_6,bin_average,1,23,0.21192493995021744,78,83461,-,1,0.0009345682414540924,0.00022550801790380024,0.15237791953361082,4.144279436896878,1.390785099303525
103,CA1,ens_6,ens_6,bin_average,1,26,0.21548187916010256,75,92413,-,1,0.0008115741291809594,0.00022550801790380024,0.15237791953361082,3.598870393722186,1.4141279774631166
104,CA1,ens_6,ens_6,bin_average,1,29,0.19984388935341071,76,81900,-,1,0.000927960927960928,0.00022550801790380024,0.15237791953361082,4.114979753654649,1.3115016267782162
105,CA1,ens_6,ens_6,bin_average,1,32,0.16602752011665953,82,110975,-,1,0.000738905158819554,0.00022550801790380024,0.15237791953361082,3.2766247767507966,1.0895772866884297
106,CA1,ens_6,ens_6,bin_average,1,52,0.17332879261162476,31,112911,H,0,0.0002745525236690845,0.00022550801790380024,0.15237791953361082,1.2174845321296124,1.1374928411028258
107,CA1,ens_6,ens_6,bin_average,1,55,0.16121360928856346,17,88942,H,0,0.0001911357963616739,0.00022550801790380024,0.15237791953361082,0.8475787164393009,1.0579853681031766
108,CA1,ens_6,ens_6,bin_average,1,58,0.17941925347207338,30,88011,H,0,0.00034086648259876607,0.00022550801790380024,0.15237791953361082,1.5115492822263057,1.177462286013807
109,CA1,ens_6,ens_6,bin_average,1,61,0.13371138885884265,20,97461,H,0,0.0002052102892439027,0.00022550801790380024,0.15237791953361082,0.9099910998794004,0.8774984542911364
110,CA1,ens_6,ens_6,bin_average,1,70,0.15726818955367727,93,119358,-,1,0.0007791685517518725,0.00022550801790380024,0.15237791953361082,3.455170060003184,1.032093035756324
111,CA1,ens_6,ens_6,bin_average,1,80,0.18459270026652866,101,96004,-,1,0.001052039498354235,0.00022550801790380024,0.15237791953361082,4.665197752760286,1.2114137063395989
112,CA1,ens_6,ens_6,bin_average,1,95,0.15567782019043278,86,95138,-,1,0.0009039500515041306,0.00022550801790380024,0.15237791953361082,4.008505151642759,1.021656029081655
113,CA1,ens_6,ens_6,bin_average,1,104,0.17016599450286332,82,95714,+,2,0.0008567189752805232,0.00022550801790380024,0.15237791953361082,3.79906214973692,1.1167365654006642
114,CA1,ens_6,ens_6,bin_average,1,107,0.20587986141209347,84,83766,+,2,0.0010027934961678964,0.00022550801790380024,0.15237791953361082,4.446819698427217,1.351113481810476
115,CA1,ens_6,ens_6,bin_average,1,142,0.12086670649693165,13,128069,H,0,0.00010150778096182528,0.00022550801790380024,0.15237791953361082,0.4501293652677467,0.7932035485644717
116,CA1,ens_6,ens_6,bin_average,1,147,0.13689565906175138,15,112839,H,0,0.00013293276260867252,0.00022550801790380024,0.15237791953361082,0.5894813135441618,0.8983956434157481
117,CA1,ens_6,ens_6,bin_average,1,153,0.17795660261941054,29,83329,H,0,0.00034801809694104093,0.00022550801790380024,0.15237791953361082,1.543262630641818,1.167863448746967
118,CA1,ens_6,ens_6,bin_average,1,156,0.1356313438596887,19,90545,H,0,0.00020984041084543602,0.00022550801790380024,0.15237791953361082,0.9305230598716542,0.8900984097618668
119,CA1,ens_6,ens_6,bin_average,2,432,0.16861117578438808,6,101384,H,0,5.918093584786554e-05,5.488404327973474e-05,0.17349128943846154,1.0782903793408636,0.9718711315716834
120,CA1,ens_6,ens_6,bin_average,2,438,0.13341771459263,3,96290,H,0,3.1155883269290684e-05,5.488404327973474e-05,0.17349128943846154,0.5676674203920142,0.7690167905516322
121,CA1,ens_6,ens_6,bin_average,2,441,0.1869649944596031,5,85634,H,0,5.838802344863022e-05,5.488404327973474e-05,0.17349128943846154,1.0638433314950262,1.0776621412219127
122,CA1,ens_6,ens_6,bin_average,2,447,0.17795148518658155,4,84565,H,0,4.730089280435168e-05,5.488404327973474e-05,0.17349128943846154,0.8618332392762498,1.025708470797331
123,CA1,ens_6,ens_6,bin_average,2,453,0.2005110771691052,7,89292,H,0,7.839448102853559e-05,5.488404327973474e-05,0.17349128943846154,1.4283656294958464,1.155741465857441
124,CA1,ens_6,ens_6,bin_average,2,494,0.18926261468925384,21,110688,+,2,0.00018972246313963572,5.488404327973474e-05,0.17349128943846154,3.456787288295293,1.0909055740022409
125,CA1,ens_6,ens_6,bin_average,2,500,0.1733723999631915,38,87246,+,2,0.0004355500538706645,5.488404327973474e-05,0.17349128943846154,7.935823016003742,0.9993147236633328
126,CA1,ens_6,ens_6,bin_average,2,507,0.18012301852315432,28,88433,+,2,0.00031662388474890595,5.488404327973474e-05,0.17349128943846154,5.768960627319808,1.038225141482075
127,CA1,ens_6,ens_6,bin_average,2,512,0.13564288783615686,28,86428,+,2,0.00032396908409311795,5.488404327973474e-05,0.17349128943846154,5.902791863236133,0.7818426404875514
128,CA1,ens_6,ens_6,bin_average,2,518,0.20337929029887675,32,91181,+,2,0.00035095030762987903,5.488404327973474e-05,0.17349128943846154,6.3943960149062695,1.1722737836415509
129,CA1,ens_6,ens_6,bin_average,2,648,0.1464460953923232,54,127224,-,1,0.00042444821731748726,5.488404327973474e-05,0.17349128943846154,7.733544978713504,0.8441120926954003
130,CA1,ens_6,ens_6,bin_average,2,654,0.16428406965277453,43,97812,-,1,0.0004396188606714922,5.488404327973474e-05,0.17349128943846154,8.009957619755324,0.946929786414707
131,CA1,ens_6,ens_6,bin_average,2,661,0.08804095204567884,11,99443,-,1,0.00011061613185442918,5.488404327973474e-05,0.17349128943846154,2.0154515819951047,0.5074661231156941
132,CA1,ens_6,ens_6,bin_average,2,668,0.20514475594147694,38,91235,-,1,0.00041650682303940375,5.488404327973474e-05,0.17349128943846154,7.588850932802791,1.1824498890144168
133,CA1,ens_6,ens_6,bin_average,2,675,0.16729737028437033,30,90424,-,1,0.00033177032646200126,5.488404327973474e-05,0.17349128943846154,6.044932308850202,0.9642983853878828
134,CA1,ens_6,ens_6,bin_average,3,680,0.16024671421660386,50,133274,-,1,0.0003751669492924352,5.2638397866862875e-05,0.16568597157245826,7.127248633997878,0.967171286112924
135,CA1,ens_6,ens_6,bin_average,3,683,0.1915476477097802,59,138193,-,1,0.000426939135846244,5.2638397866862875e-05,0.16568597157245826,8.110792751065329,1.1560885082296302
136,CA1,ens_6,ens_6,bin_average,3,686,0.21421927444014546,38,101515,-,1,0.0003743289169088312,5.2638397866862875e-05,0.16568597157245826,7.111328081367768,1.292923428622697
137,CA1,ens_6,ens_6,bin_average,3,690,0.14839149503867738,28,110909,-,1,0.00025245922332723216,5.2638397866862875e-05,0.16568597157245826,4.796103862541023,0.8956189448651203
138,CA1,ens_6,ens_6,bin_average,3,696,0.2000316820218669,48,110590,-,1,0.00043403562709105713,5.2638397866862875e-05,0.16568597157245826,8.24560861804445,1.2072940160440109
139,CA1,ens_6,ens_6,bin_average,3,701,0.2298620193175754,48,100646,-,1,0.00047691910259722197,5.2638397866862875e-05,0.16568597157245826,9.060289103089401,1.3873354342316877
140,CA1,ens_6,ens_6,bin_average,3,788,0.20829115468263232,29,106977,+,2,0.0002710863082718716,5.2638397866862875e-05,0.16568597157245826,5.1499726294391435,1.2571441788693731
141,CA1,ens_6,ens_6,bin_average,3,793,0.14100741762049862,31,91466,+,2,0.0003389237530885794,5.2638397866862875e-05,0.16568597157245826,6.43871711190397,0.8510522422764853
142,CA1,ens_6,ens_6,bin_average,3,800,0.16629543324191767,34,105183,+,2,0.00032324615194470586,5.2638397866862875e-05,0.16568597157245826,6.140881277623326,1.0036784144347
143,CA1,ens_6,ens_6,bin_average,3,806,0.167414044104039,34,98795,+,2,0.0003441469710005567,5.2638397866862875e-05,0.16568597157245826,6.537945396267568,1.010429805946637
144,CA1,ens_6,ens_6,bin_average,3,811,0.1552354948578176,32,97930,+,2,0.0003267640151128357,5.2638397866862875e-05,0.16568597157245826,6.207712019262301,0.9369260015470264
145,CA1,ens_6,ens_6,bin_average,3,846,0.15171873661239724,6,119215,H,0,5.032923709264774e-05,5.2638397866862875e-05,0.16568597157245826,0.9561316288528454,0.9157005579440212
146,CA1,ens_6,ens_6,bin_average,3,849,0.17375258123942333,4,111512,H,0,3.587057895114427e-05,5.2638397866862875e-05,0.16568597157245826,0.6814527114193507,1.0486861355273964
147,CA1,ens_6,ens_6,bin_average,3,854,0.16703361597641853,6,86666,H,0,6.923130177924446e-05,5.2638397866862875e-05,0.16568597157245826,1.3152243340374772,1.008133726658753
148,CA1,ens_6,ens_6,bin_average,3,861,0.20545806086597448,5,85528,H,0,5.846038724160509e-05,5.2638397866862875e-05,0.16568597157245826,1.1106034683933133,1.2400450014932192
149,CA1,ens_6,ens_6,bin_average,3,869,0.16007497551899294,7,103703,H,0,6.750045803882241e-05,5.2638397866862875e-05,0.16568597157245826,1.2823425631142844,0.9661347548002184
150,CA1,ens_6,ens_6,bin_average,3,874,0.13607785922154292,3,87112,H,0,3.4438424097713285e-05,5.2638397866862875e-05,0.16568597157245826,0.6542452941827301,0.8212998235763911
151,CA1,ens_6,ens_6,bin_average,4,1232,0.1557032065574004,52,136825,+,2,0.0003800475059382423,7.113576001814286e-05,0.141773629494965,5.3425661838899705,1.0982522427623265
152,CA1,ens_6,ens_6,bin_average,4,1237,0.17348397804582613,63,109599,+,2,0.0005748227629814142,7.113576001814286e-05,0.141773629494965,8.080644149086309,1.2236688773774202
153,CA1,ens_6,ens_6,bin_average,4,1243,0.16175806347367386,61,117660,+,2,0.0005184429712731599,7.113576001814286e-05,0.141773629494965,7.2880780516147325,1.1409601633949746
154,CA1,ens_6,ens_6,bin_average,4,1250,0.21152106474070104,66,108222,+,2,0.0006098575151078339,7.113576001814286e-05,0.141773629494965,8.573149636024025,1.4919633890603972
155,CA1,ens_6,ens_6,bin_average,4,1257,0.2070328952110852,71,106999,+,2,0.0006635576033420872,7.113576001814286e-05,0.141773629494965,9.32804546086033,1.4603060946425006
156,CA1,ens_6,ens_6,bin_average,4,1262,0.23757016833852201,62,107291,+,2,0.0005778676683039584,7.113576001814286e-05,0.141773629494965,8.123448293187222,1.6757006869670297
157,CA1,ens_6,ens_6,bin_average,4,1266,0.1533578213026272,49,120031,-,1,0.00040822787446576303,7.113576001814286e-05,0.141773629494965,5.738715301019435,1.0817090727586516
158,CA1,ens_6,ens_6,bin_average,4,1270,0.15712367503670913,35,124019,-,1,0.0002822148219224473,7.113576001814286e-05,0.141773629494965,3.967270777039139,1.1082715142190056
159,CA1,ens_6,ens_6,bin_average,4,1274,0.16474365240488892,39,116457,-,1,0.00033488755506324224,7.113576001814286e-05,0.141773629494965,4.707724426896269,1.1620190086954054
160,CA1,ens_6,ens_6,bin_average,4,1280,0.19004758460304688,32,107246,-,1,0.0002983794267385264,7.113576001814286e-05,0.141773629494965,4.194506766532417,1.3405002416884326
161,CA1,ens_6,ens_6,bin_average,4,1287,0.20613908074502071,41,113211,-,1,0.0003621556209202286,7.113576001814286e-05,0.141773629494965,5.091048733124696,1.45400157617
162,CA1,ens_6,ens_6,bin_average,4,1294,0.2190589290137675,40,109523,-,1,0.0003652200907571925,7.113576001814286e-05,0.141773629494965,5.134127907877061,1.5451316989916466
163,CA1,ens_6,ens_6,bin_average,4,1359,0.13624644230847385,21,87378,+,2,0.0002403350957907025,7.113576001814286e-05,0.141773629494965,3.3785411968524137,0.9610139967060132
164,CA1,ens_6,ens_6,bin_average,4,1363,0.15258979445067172,27,100677,+,2,0.0002681843916684049,7.113576001814286e-05,0.141773629494965,3.7700362180709903,1.0762917969599621
165,CA1,ens_6,ens_6,bin_average,4,1369,0.16732244676882038,33,69354,+,2,0.0004758197075871616,7.113576001814286e-05,0.141773629494965,6.688896097628054,1.1802085293637965
166,CA1,ens_6,ens_6,bin_average,4,1376,0.16331688135410136,23,83941,+,2,0.0002740019775794904,7.113576001814286e-05,0.141773629494965,3.851817672428148,1.151955282063943
167,CA1,ens_6,ens_6,bin_average,4,1380,0.2364656631092809,61,80659,+,2,0.0007562702240295566,7.113576001814286e-05,0.141773629494965,10.631364925835797,1.6679100616358191
168,CA1,ens_6,ens_6,bin_average,4,1384,0.1791837519728118,27,86483,+,2,0.00031220008556594934,7.113576001814286e-05,0.141773629494965,4.388792436972968,1.2638722208855873
169,CA1,ens_6,ens_6,bin_average,4,1417,0.12015255451205895,8,103482,H,0,7.730813088266559e-05,7.113576001814286e-05,0.141773629494965,1.0867688889940654,0.8474957926948333
170,CA1,ens_6,ens_6,bin_average,4,1421,0.12501881404227194,8,96857,H,0,8.259599202948677e-05,7.113576001814286e-05,0.141773629494965,1.161103670058787,0.8818199441435047
171,CA1,ens_6,ens_6,bin_average,4,1426,0.11866485254977276,8,88777,H,0,9.011343028036541e-05,7.113576001814286e-05,0.141773629494965,1.2667810150251066,0.8370022900061753
172,CA1,ens_6,ens_6,bin_average,4,1433,0.12495702865048387,6,89160,H,0,6.729475100942126e-05,7.113576001814286e-05,0.141773629494965,0.946004527009454,0.8813841410113694
173,CA1,ens_6,ens_6,bin_average,4,1444,0.16463751684231978,12,97557,H,0,0.00012300501245425752,7.113576001814286e-05,0.141773629494965,1.7291586175910068,1.1612703817261498
174,CA1,ens_6,ens_6,bin_average,4,1449,0.1207758806950054,4,118432,H,0,3.377465549851391e-05,7.113576001814286e-05,0.141773629494965,0.4747915182167146,0.8518924226264143
175,CA1,ens_6,ens_6,bin_average,4,1453,0.1303921568627451,1,125994,H,0,7.936885883454769e-06,7.113576001814286e-05,0.141773629494965,0.1115737834449298,0.9197208065225974
176,CA1,ens_6,ens_6,bin_average,4,1458,0.15935944415214826,7,103663,H,0,6.752650415288001e-05,7.113576001814286e-05,0.141773629494965,0.9492624263191632,1.1240415070124716
177,CA1,ens_6,ens_6,bin_average,4,1465,0.15494878548434302,2,99295,H,0,2.014200110781006e-05,7.113576001814286e-05,0.141773629494965,0.2831487440729238,1.0929309352967218
178,CA1,ens_6,ens_6,bin_average,4,1470,0.14035967949121209,5,99487,H,0,5.025782263009237e-05,7.113576001814286e-05,0.141773629494965,0.7065057380039846,0.9900267065970606
179,CA1,ens_6,ens_6,bin_average,4,1474,0.17226065953269842,4,107756,H,0,3.7120902780355616e-05,7.113576001814286e-05,0.141773629494965,0.5218318152626483,1.2150402027960792
180,CA1,ens_6,ens_6,bin_average,4,1571,0.12527482336006018,5,108586,H,0,4.604645166043505e-05,7.113576001814286e-05,0.141773629494965,0.6473038546111141,0.8836257053326637
181,CA1,ens_6,ens_6,bin_average,4,1575,0.13292489417130515,11,120426,H,0,9.13424011426104e-05,7.113576001814286e-05,0.141773629494965,1.284057429333909,0.9375854638469696
182,CA1,ens_6,ens_6,bin_average,4,1581,0.14414404624891444,10,99607,H,0,0.00010039455058379432,7.113576001814286e-05,0.141773629494965,1.411309172182727,1.0167197296309158
183,CA1,ens_6,ens_6,bin_average,4,1588,0.13522477286845352,9,92389,H,0,9.741419433049389e-05,7.113576001814286e-05,0.141773629494965,1.3694124348379608,0.953807653441333
184,CA1,ens_6,ens_6,bin_average,4,1593,0.1776969413227907,11,99630,H,0,0.00011040851149252232,7.113576001814286e-05,0.141773629494965,1.5520817021475994,1.2533850050661326
185,CA1,ens_6,ens_6,bin_average,4,1599,0.1633588506278218,10,93786,H,0,0.0001066257223892692,7.113576001814286e-05,0.141773629494965,1.4989046628879028,1.1522513122486109
186,CA1,ens_6,ens_6,bin_average,4,1603,0.17098118385743735,67,117182,-,1,0.0005717601679438823,7.113576001814286e-05,0.141773629494965,8.037591329565569,1.2060154237887353
187,CA1,ens_6,ens_6,bin_average,4,1606,0.16118238825674902,74,121641,-,1,0.0006083475144071488,7.113576001814286e-05,0.141773629494965,8.5519226089943,1.1368996394528597
188,CA1,ens_6,ens_6,bin_average,4,1611,0.17895622652693388,73,96524,-,1,0.0007562885914383987,7.113576001814286e-05,0.141773629494965,10.631623128023245,1.2622673706275496
189,CA1,ens_6,ens_6,bin_average,4,1618,0.18708928831181712,76,91220,-,1,0.0008331506248629686,7.113576001814286e-05,0.141773629494965,11.712120945224695,1.3196339049672243
190,CA1,ens_6,ens_6,bin_average,4,1625,0.20785996609628896,81,98492,-,1,0.0008224018194371116,7.113576001814286e-05,0.141773629494965,11.561018244935624,1.4661398374065817
191,CA1,ens_6,ens_6,bin_average,4,1632,0.1907811943378142,67,85304,-,1,0.0007854262402700929,7.113576001814286e-05,0.141773629494965,11.04122933486299,1.3456747564228062
192,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,0,0.11219657090515872,16,95877,+,2,0.00016688048228459383,0.00033016331878424983,0.14949423286844435,0.5054482820777687,0.7505076868342623
193,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,3,0.17095955378429545,58,83538,+,2,0.0006942948119418708,0.00033016331878424983,0.14949423286844435,2.102882944412029,1.1435862809152022
194,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,9,0.14943513601274164,63,83791,+,2,0.0007518707259729565,0.00033016331878424983,0.14949423286844435,2.277269106518394,0.9996046880567312
195,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,12,0.18844127494584026,73,83197,+,2,0.0008774354844525643,0.00033016331878424983,0.14949423286844435,2.657580156643439,1.2605253816825794
196,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,17,0.17028367566091954,78,111795,-,1,0.0006977056218972227,0.00033016331878424983,0.14949423286844435,2.1132136194485875,1.1390651826065423
197,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,20,0.101935488513463,29,94901,-,1,0.00030558160609477243,0.00033016331878424983,0.14949423286844435,0.9255468088339008,0.6818690364006664
198,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,23,0.2104729839321023,82,83461,-,1,0.0009824948179389175,0.00033016331878424983,0.14949423286844435,2.9757842923215323,1.4079003577169398
199,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,26,0.2134000994217474,86,92413,-,1,0.0009306050014608334,0.00033016331878424983,0.14949423286844435,2.8186202055624205,1.4274804808660446
200,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,29,0.19860573039288992,81,81900,-,1,0.000989010989010989,0.00033016331878424983,0.14949423286844435,2.995520497712445,1.3285176731042456
201,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,32,0.16327708752462033,93,110975,-,1,0.0008380265825636403,0.00033016331878424983,0.14949423286844435,2.5382183146494883,1.0921965643203435
202,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,52,0.16812730044825228,38,112911,H,0,0.0003365482548201681,0.00033016331878424983,0.14949423286844435,1.0193387201807556,1.124640711700264
203,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,55,0.1549618881056046,25,88942,H,0,0.0002810820534730499,0.00033016331878424983,0.14949423286844435,0.8513424644144891,1.0365743556272955
204,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,58,0.17778906048747412,40,88011,H,0,0.0004544886434650214,0.00033016331878424983,0.14949423286844435,1.3765570480045173,1.1892703623151093
205,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,61,0.130792444384944,34,97461,H,0,0.00034885749171463456,0.00033016331878424983,0.14949423286844435,1.0566209868474234,0.8748995989700953
206,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,70,0.15409061505008778,97,119358,-,1,0.0008126811776336735,0.00033016331878424983,0.14949423286844435,2.4614520493257217,1.0307462173854445
207,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,80,0.1834812028268438,104,96004,-,1,0.0010832881963251534,0.00033016331878424983,0.14949423286844435,3.2810676858777392,1.2273463618379723
208,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,95,0.15658863450305266,83,95138,-,1,0.0008724169101725914,0.00033016331878424983,0.14949423286844435,2.6423798784948764,1.0474560222055616
209,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,104,0.1693067891494994,84,95714,+,2,0.0008776145600434629,0.00033016331878424983,0.14949423286844435,2.658122541519984,1.132530572590651
210,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,107,0.2047255748430172,89,83766,+,2,0.0010624835852255092,0.00033016331878424983,0.14949423286844435,3.218054595337421,1.3694546666771867
211,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,142,0.119503884721999,17,128069,H,0,0.00013274094433469457,0.00033016331878424983,0.14949423286844435,0.4020463109696208,0.7993879257346537
212,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,147,0.13444512028695582,27,112839,H,0,0.0002392789726956105,0.00033016331878424983,0.14949423286844435,0.7247291236855143,0.8993331562513731
213,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,153,0.17666793033094222,44,83329,H,0,0.0005280274574277862,0.00033016331878424983,0.14949423286844435,1.5992917062141403,1.181770874642441
214,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,1,156,0.13366623418138288,29,90545,H,0,0.00032028273234303384,0.00033016331878424983,0.14949423286844435,0.9700736396835391,0.8941230147587688
215,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,432,0.15874174117970047,13,101384,H,0,0.00012822536100370868,0.00013659092354497863,0.16347056367816828,0.9387546234833444,0.9710723301365888
216,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,438,0.12840054801883552,8,96290,H,0,8.308235538477516e-05,0.00013659092354497863,0.16347056367816828,0.6082567803812865,0.7854658669411781
217,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,441,0.16117107213740794,13,85634,H,0,0.00015180886096643854,0.00013659092354497863,0.16347056367816828,1.1114125084339792,0.9859332990049056
218,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,447,0.17472871136132195,10,84565,H,0,0.0001182522320108792,0.00013659092354497863,0.16347056367816828,0.8657400429095086,1.0688695715597951
219,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,453,0.19431074569357548,18,89292,H,0,0.00020158580835909155,0.00013659092354497863,0.16347056367816828,1.4758360447918817,1.1886589323575318
220,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,494,0.1865437173517399,32,110688,+,2,0.00028910089621277834,0.00013659092354497863,0.16347056367816828,2.1165454388159177,1.1411456176232242
221,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,500,0.1717563711660912,44,87246,+,2,0.000504321115008138,0.00013659092354497863,0.16347056367816828,3.692200784059183,1.0506868472310131
