Unnamed: 0,subarea,ens,unet,fold,Experiment,Nummer,mean,count,Neun_Area,Kondition,Group,cfos_per_area,cfos_per_area_ctrl,mean_ctrl,norm_cfos_per_area,norm_mean_intensity
222,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,507,0.17883522753855444,34,88433,+,2,0.00038447186005224296,0.00013659092354497863,0.16347056367816828,2.8147687274816513,1.0939904011748272
223,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,512,0.13283305130976844,37,86428,+,2,0.0004281020039801916,0.00013659092354497863,0.16347056367816828,3.1341907124540382,0.8125808605595973
224,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,518,0.19585704353845426,46,91181,+,2,0.0005044910672179512,0.00013659092354497863,0.16347056367816828,3.6934450263953664,1.1981181145496425
225,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,648,0.14529430305109564,59,127224,-,1,0.0004637489781802176,0.00013659092354497863,0.16347056367816828,3.395166868664649,0.8888101917672651
226,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,654,0.16323191162615994,45,97812,-,1,0.00046006624953993377,0.00013659092354497863,0.16347056367816828,3.368205131056432,0.998540091582004
227,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,661,0.08746065815628623,9,99443,-,1,9.05041078808966e-05,0.00013659092354497863,0.16347056367816828,0.6625924002270479,0.5350238978099684
228,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,668,0.20025789486802306,50,91235,-,1,0.0005480352934728996,0.00013659092354497863,0.16347056367816828,4.012237996856611,1.225039483330342
229,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,2,675,0.1644953503020008,45,90424,-,1,0.0004976554896930018,0.00013659092354497863,0.16347056367816828,3.643400870110719,1.006268936747842
230,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,680,0.15865203489947322,57,133274,-,1,0.000427690322193376,0.00015115682539765124,0.1621793785779855,2.8294476353829388,0.9782503564297718
231,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,683,0.1888183614713759,75,138193,-,1,0.0005427192404825137,0.00015115682539765124,0.1621793785779855,3.5904382025407813,1.1642562890976969
232,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,686,0.20719171822654886,55,101515,-,1,0.0005417918534206767,0.00015115682539765124,0.1621793785779855,3.584302938324976,1.2775466279575038
233,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,690,0.14480307884040758,38,110909,-,1,0.0003426232316583866,0.00015115682539765124,0.1621793785779855,2.2666739047809514,0.8928575267094
234,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,696,0.1962893574556364,63,110590,-,1,0.0005696717605570122,0.00015115682539765124,0.1621793785779855,3.768746525724959,1.210322540243603
235,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,701,0.22388661973584612,57,100646,-,1,0.000566341434334201,0.00015115682539765124,0.1621793785779855,3.746714267412772,1.3804875915724892
236,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,788,0.20855577593867866,43,106977,+,2,0.00040195556054105087,0.00015115682539765124,0.1621793785779855,2.659195570452201,1.2859574242257477
237,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,793,0.1382854510255778,35,91466,+,2,0.00038265585026129933,0.00015115682539765124,0.1621793785779855,2.5315155253799424,0.8526697551691623
238,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,800,0.1625700946761675,46,105183,+,2,0.0004373330291016609,0.00015115682539765124,0.1621793785779855,2.8932403677515737,1.0024091601633196
239,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,806,0.16450938819597702,42,98795,+,2,0.0004251227288830406,0.00015115682539765124,0.1621793785779855,2.8124613477734917,1.0143668673441804
240,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,811,0.15280625465446754,39,97930,+,2,0.0003982436434187685,0.00015115682539765124,0.1621793785779855,2.6346388419517357,0.9422052050901724
241,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,846,0.14847326933509206,20,119215,H,0,0.00016776412364215913,0.00015115682539765124,0.1621793785779855,1.1098680010037174,0.9154879654671834
242,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,849,0.17156865869091062,12,111512,H,0,0.0001076117368534328,0.00015115682539765124,0.1621793785779855,0.7119211227831524,1.057894414168138
243,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,854,0.16452612733787542,12,86666,H,0,0.00013846260355848892,0.00015115682539765124,0.1621793785779855,0.9160195260401416,1.0144700810945668
244,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,861,0.192117805067887,17,85528,H,0,0.00019876531662145732,0.00015115682539765124,0.1621793785779855,1.3149609096285362,1.184600698019726
245,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,869,0.15649010567192906,21,103703,H,0,0.00020250137411646722,0.00015115682539765124,0.1621793785779855,1.3396773422817188,0.9649198747957914
246,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,3,874,0.1399003053642189,8,87112,H,0,9.18357975939021e-05,0.00015115682539765124,0.1621793785779855,0.6075530982627338,0.8626269664545947
247,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1232,0.15118733347259075,63,136825,+,2,0.00046044217065594736,0.00011866066078785772,0.1371844280977088,3.880327040139518,1.1020735776578698
248,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1237,0.17174926994432058,68,109599,+,2,0.0006204436171862883,0.00011866066078785772,0.1371844280977088,5.22872208082105,1.2519589309509178
249,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1243,0.15798100392016232,78,117660,+,2,0.0006629270780214178,0.00011866066078785772,0.1371844280977088,5.586746893366815,1.151595746768294
250,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1250,0.20735903967290015,82,108222,+,2,0.0007577017611945815,0.00011866066078785772,0.1371844280977088,6.3854503772670315,1.5115348188440885
251,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1257,0.2059238562116548,75,106999,+,2,0.0007009411302909372,0.00011866066078785772,0.1371844280977088,5.9071062442849875,1.5010731106083466
252,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1262,0.2314083273170461,74,107291,+,2,0.0006897130234595633,0.00011866066078785772,0.1371844280977088,5.8124825774621005,1.6868410688145081
253,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1266,0.15287048255859775,54,120031,-,1,0.00044988378002349386,0.00011866066078785772,0.1371844280977088,3.7913473347986737,1.1143428206714296
254,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1270,0.1542668779761497,45,124019,-,1,0.00036284762818600383,0.00011866066078785772,0.1371844280977088,3.0578594942657955,1.1245217851276388
255,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1274,0.16275430194636728,47,116457,-,1,0.0004035824381531381,0.00011866066078785772,0.1371844280977088,3.401147739052838,1.186390497837309
256,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1280,0.1895364774536872,39,107246,-,1,0.00036364992633757903,0.00011866066078785772,0.1371844280977088,3.0646207759428767,1.381618016577588
257,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1287,0.19937281845489965,57,113211,-,1,0.0005034846437183666,0.00011866066078785772,0.1371844280977088,4.243062868312351,1.4533196020826615
258,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1294,0.2133927785887615,54,109523,-,1,0.00049304712252221,0.00011866066078785772,0.1371844280977088,4.1551017771903584,1.5555174996740426
259,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1359,0.13260331292176236,23,87378,+,2,0.0002632241525326741,0.00011866066078785772,0.1371844280977088,2.2182933314628,0.9666061575685284
260,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1363,0.1472525636789675,39,100677,+,2,0.00038737745463214037,0.00011866066078785772,0.1371844280977088,3.2645819773808293,1.0733912421465774
261,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1369,0.16374477216298394,40,69354,+,2,0.0005767511607117109,0.00011866066078785772,0.1371844280977088,4.8605085871115286,1.193610487965571
262,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1376,0.15985348754681822,32,83941,+,2,0.00038122014271929085,0.00011866066078785772,0.1371844280977088,3.2126918912143823,1.165245135788761
263,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1380,0.23080842805932286,69,80659,+,2,0.0008554532042301541,0.00011866066078785772,0.1371844280977088,7.209240185840013,1.6824681289259076
264,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1384,0.17865373222204686,43,86483,+,2,0.0004972075436791046,0.00011866066078785772,0.1371844280977088,4.190163280550202,1.3022887123515343
265,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1417,0.11934107780923607,13,103482,H,0,0.00012562571268433158,0.00011866066078785772,0.1371844280977088,1.0586972282998324,0.8699316639949549
266,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1421,0.1302171392116546,12,96857,H,0,0.00012389398804423015,0.00011866066078785772,0.1371844280977088,1.0441033045124246,0.9492122467347984
267,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1426,0.1146208259467698,10,88777,H,0,0.00011264178785045676,0.00011866066078785772,0.1371844280977088,0.9492765934603924,0.8355235906595156
268,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1433,0.12579155307154696,11,89160,H,0,0.00012337371018393897,0.00011866066078785772,0.1371844280977088,1.0397187186114467,0.916952126534016
269,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1444,0.16119807087930668,20,97557,H,0,0.0002050083540904292,0.00011866066078785772,0.1371844280977088,1.7276859300231304,1.1750464182749247
270,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1449,0.1176261943761143,5,118432,H,0,4.22183193731424e-05,0.00011866066078785772,0.1371844280977088,0.35579036129438524,0.8574310948202934
271,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1453,0.1210342094284522,2,125994,H,0,1.5873771766909534e-05,0.00011866066078785772,0.1371844280977088,0.13377451011577265,0.882273674255844
272,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1458,0.15539423435898486,12,103663,H,0,0.00011575972140493716,0.00011866066078785772,0.1371844280977088,0.975552644291212,1.1327396010887345
273,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1465,0.13096803467917906,6,99295,H,0,6.0426003323430175e-05,0.00011866066078785772,0.1371844280977088,0.5092336661723144,0.9546858670132576
274,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1470,0.13453094497796814,6,99487,H,0,6.030938715611085e-05,0.00011866066078785772,0.1371844280977088,0.5082508959218788,0.980657548698962
275,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1474,0.1656237737699732,15,107756,H,0,0.00013920338542633358,0.00011866066078785772,0.1371844280977088,1.1731216099934099,1.2073073895238944
276,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1571,0.12427963607207275,8,108586,H,0,7.367432265669608e-05,0.00011866066078785772,0.1371844280977088,0.6208824573159212,0.9059310724651292
277,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1575,0.12763868503826872,14,120426,H,0,0.00011625396509059507,0.00011866066078785772,0.1371844280977088,0.9797178299759736,0.9304167157176092
278,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1581,0.1416100392701896,21,99607,H,0,0.00021082855622596804,0.00011866066078785772,0.1371844280977088,1.7767350596748206,1.0322603026731918
279,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1588,0.13181375516293542,14,92389,H,0,0.0001515331911807683,0.00011866066078785772,0.1371844280977088,1.2770297264034307,0.9608507101771918
280,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1593,0.1731022601555781,18,99630,H,0,0.0001806684733514002,0.00011866066078785772,0.1371844280977088,1.522564193995181,1.261821495019005
281,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1599,0.15734484345281938,15,93786,H,0,0.00015993858358390382,0.00011866066078785772,0.1371844280977088,1.347865269938476,1.1469584823486776
282,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1603,0.16508791154071972,76,117182,-,1,0.0006485637725930604,0.00011866066078785772,0.1371844280977088,5.465701676417988,1.2034012448055462
283,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1606,0.15837115423055376,82,121641,-,1,0.0006741148132619757,0.00011866066078785772,0.1371844280977088,5.681030332935383,1.1544397307087566
284,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1611,0.17637203938416712,82,96524,-,1,0.0008495296506568315,0.00011866066078785772,0.1371844280977088,7.159320073024252,1.2856564103510868
285,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1618,0.18288022124569625,84,91220,-,1,0.000920850690638018,0.00011866066078785772,0.1371844280977088,7.760370492831829,1.333097522668104
286,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1625,0.20388492349809248,94,98492,-,1,0.0009543922349023274,0.00011866066078785772,0.1371844280977088,8.043038261927391,1.4862103981136738
287,CA1,ens_8,sc_cyc8_cFOS_staple_3.0007.h5,fold_3,4,1632,0.18768445461821165,75,85304,-,1,0.000879208477914283,0.00011866066078785772,0.1371844280977088,7.409435208574622,1.3681177756161544
288,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,0,0.10497930589425147,22,95877,+,2,0.0002294606631413165,0.00024420268619753836,0.1505358417647772,0.9396320192633062,0.6973708364967925
289,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,3,0.171840389865071,57,83538,+,2,0.0006823242117359764,0.00024420268619753836,0.1505358417647772,2.794089706220662,1.1415247548393403
290,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,9,0.1476085675536575,67,83791,+,2,0.0007996085498442554,0.00024420268619753836,0.1505358417647772,3.2743642680385703,0.9805543040328312
291,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,12,0.1907634294336444,70,83197,+,2,0.0008413764919408151,0.00024420268619753836,0.1505358417647772,3.4454022805474627,1.2672293003265336
292,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,17,0.1698124269886671,73,111795,-,1,0.0006529809025448367,0.00024420268619753836,0.1505358417647772,2.673930056676906,1.1280531267364946
293,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,20,0.09922740558052982,39,94901,-,1,0.00041095457371365953,0.00024420268619753836,0.1505358417647772,1.6828421509714009,0.6591613294033962
294,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,23,0.21184205777101767,82,83461,-,1,0.0009824948179389175,0.00024420268619753836,0.1505358417647772,4.023276046784212,1.4072532845834536
295,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,26,0.21648710371691005,75,92413,-,1,0.0008115741291809594,0.00024420268619753836,0.1505358417647772,3.323362825437832,1.4381100286746749
296,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,29,0.2015235201574128,76,81900,-,1,0.000927960927960928,0.00024420268619753836,0.1505358417647772,3.7999620004601,1.3387078970356272
297,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,32,0.16450636350911485,87,110975,-,1,0.0007839603514305022,0.00024420268619753836,0.1505358417647772,3.2102855363202183,1.0928052853098442
298,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,52,0.17112205341434195,33,112911,H,0,0.00029226558971225125,0.00024420268619753836,0.1505358417647772,1.196815621740681,1.1367528915919718
299,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,55,0.15817432390940214,17,88942,H,0,0.0001911357963616739,0.00024420268619753836,0.1505358417647772,0.7826932591849622,1.0507419499241957
300,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,58,0.17912369734025085,35,88011,H,0,0.00039767756303189377,0.00024420268619753836,0.1505358417647772,1.6284733359165746,1.1899073020772302
301,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,61,0.13064023259581578,25,97461,H,0,0.0002565128615548784,0.00024420268619753836,0.1505358417647772,1.0504096639927298,0.8678347366599265
302,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,70,0.15236275980921413,105,119358,-,1,0.0008797064293972754,0.00024420268619753836,0.1505358417647772,3.6023618048397337,1.012136100100942
303,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,80,0.1838318938401639,103,96004,-,1,0.0010728719636681804,0.00024420268619753836,0.1505358417647772,4.393366757646237,1.2211835512728864
304,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,95,0.15348349314885198,92,95138,-,1,0.0009670163341672098,0.00024420268619753836,0.1505358417647772,3.9598922895753046,1.01958106022804
305,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,104,0.17002120130270024,84,95714,+,2,0.0008776145600434629,0.00024420268619753836,0.1505358417647772,3.5937956854968838,1.1294400011949997
306,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,107,0.20690278952075464,82,83766,+,2,0.0009789174605448509,0.00024420268619753836,0.1505358417647772,4.008626914746522,1.3744420404813278
307,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,142,0.1168176248636845,17,128069,H,0,0.00013274094433469457,0.00024420268619753836,0.1505358417647772,0.5435687313747192,0.7760120347034709
308,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,147,0.1360741524263889,18,112839,H,0,0.00015951931513040704,0.00024420268619753836,0.1505358417647772,0.6532250632221549,0.9039319196754106
309,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,153,0.17850869808085848,28,83329,H,0,0.0003360174729085912,0.00024420268619753836,0.1505358417647772,1.375977791811769,1.1858219012040392
310,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,1,156,0.1338259514874746,17,90545,H,0,0.0001877519465459164,0.00024420268619753836,0.1505358417647772,0.7688365327564075,0.8889972641637532
311,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,432,0.16197883711854769,6,101384,H,0,5.918093584786554e-05,6.860207563578072e-05,0.16610938456739616,0.8626697559716195,0.9751335696077268
312,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,438,0.12716963806973414,4,96290,H,0,4.154117769238758e-05,6.860207563578072e-05,0.16610938456739616,0.6055382043093895,0.7655776848546275
313,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,441,0.1707725952024388,7,85634,H,0,8.17432328280823e-05,6.860207563578072e-05,0.16610938456739616,1.1915562622634053,1.0280731317329674
314,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,447,0.17836038353708447,6,84565,H,0,7.095133920652751e-05,6.860207563578072e-05,0.16610938456739616,1.0342447884991033,1.0737525998401232
315,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,453,0.1922654689091756,8,89292,H,0,8.959369260404067e-05,6.860207563578072e-05,0.16610938456739616,1.3059909889564822,1.1574630139645543
316,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,494,0.18949412094190984,23,110688,+,2,0.0002077912691529344,6.860207563578072e-05,0.16610938456739616,3.0289356003764536,1.1407791404165109
317,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,500,0.17156979286449514,41,87246,+,2,0.00046993558443940116,6.860207563578072e-05,0.16610938456739616,6.8501656849912775,1.0328723648655955
318,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,507,0.1814262661158889,27,88433,+,2,0.00030531588886501643,6.860207563578072e-05,0.16610938456739616,4.45053427371479,1.0922096098807603
319,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,512,0.13206692795187588,31,86428,+,2,0.0003586800573888092,6.860207563578072e-05,0.16610938456739616,5.228414068593176,0.795060003959571
320,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,518,0.20078596110654764,34,91181,+,2,0.00037288470185674647,6.860207563578072e-05,0.16610938456739616,5.4354725917689475,1.2087574800753178
321,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,648,0.1440650268485119,57,127224,-,1,0.0004480286738351255,6.860207563578072e-05,0.16610938456739616,6.530832626898646,0.8672901126188923
322,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,654,0.16289033134084646,46,97812,-,1,0.00047028994397415447,6.860207563578072e-05,0.16610938456739616,6.8553311195859195,0.9806208828301112
323,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,661,0.08098115778162528,18,99443,-,1,0.0001810082157617932,6.860207563578072e-05,0.16610938456739616,2.6385238942739058,0.4875170538529598
324,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,668,0.20409700710916184,40,91235,-,1,0.00043842823477831965,6.860207563578072e-05,0.16610938456739616,6.390888769984229,1.2286904056667118
325,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,2,675,0.16335318405719587,34,90424,-,1,0.0003760063699902681,6.860207563578072e-05,0.16610938456739616,5.480976581328901,0.9834073161045156
326,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,680,0.15778303761956688,56,133274,-,1,0.00042018698320752735,6.651514374732186e-05,0.16398123918920438,6.317162672063618,0.9622017640537164
327,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,683,0.19073350061882136,61,138193,-,1,0.00044141164892577776,6.651514374732186e-05,0.16398123918920438,6.636257911470732,1.1631422079860596
328,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,686,0.2166000232472125,37,101515,-,1,0.0003644781559375462,6.651514374732186e-05,0.16398123918920438,5.479626674522844,1.320882951721664
329,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,690,0.14653784038708625,30,110909,-,1,0.0002704920249934632,6.651514374732186e-05,0.16398123918920438,4.066623174130239,0.8936256434677161
330,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,696,0.19916310043781807,54,110590,-,1,0.0004882900804774391,6.651514374732186e-05,0.16398123918920438,7.341036235783517,1.214548087467617
331,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,701,0.2342703263648329,47,100646,-,1,0.0004669832879597798,6.651514374732186e-05,0.16398123918920438,7.020706288086196,1.4286410294443974
332,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,788,0.2075063495532044,30,106977,+,2,0.0002804341120053844,6.651514374732186e-05,0.16398123918920438,4.216094203610221,1.2654273780293854
333,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,793,0.13675510244276626,38,91466,+,2,0.0004154549231408392,6.651514374732186e-05,0.16398123918920438,6.2460200750534645,0.8339679777939467
334,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,800,0.16468802814749045,38,105183,+,2,0.00036127511099702417,6.651514374732186e-05,0.16398123918920438,5.4314715513423275,1.0043101818340974
335,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,806,0.16554760038308852,35,98795,+,2,0.00035426894073586717,6.651514374732186e-05,0.16398123918920438,5.326139594340595,1.0095520756010194
336,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,811,0.1523692508383762,37,97930,+,2,0.0003778208924742163,6.651514374732186e-05,0.16398123918920438,5.680223648158751,0.9291870923268848
337,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,846,0.14896413789708934,11,119215,H,0,9.227026800318752e-05,6.651514374732186e-05,0.16398123918920438,1.3872069246922831,0.908421833092821
338,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,849,0.17717590269297587,6,111512,H,0,5.3805868426716413e-05,6.651514374732186e-05,0.16398123918920438,0.8089265901779371,1.0804644700150559
339,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,854,0.1626163991987094,6,86666,H,0,6.923130177924446e-05,6.651514374732186e-05,0.16398123918920438,1.0408351824697355,0.9916768528080204
340,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,861,0.20072606448089733,7,85528,H,0,8.184454213824712e-05,6.651514374732186e-05,0.16398123918920438,1.2304647863223248,1.2240794463645694
341,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,869,0.15982481297119902,7,103703,H,0,6.750045803882241e-05,6.651514374732186e-05,0.16398123918920438,1.0148133828777934,0.974653038124626
342,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,3,874,0.1345801178943553,3,87112,H,0,3.4438424097713285e-05,6.651514374732186e-05,0.16398123918920438,0.5177531334599259,0.8207043595949074
343,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,4,1232,0.1521767773394774,58,136825,+,2,0.00042389914123880867,9.333885159651746e-05,0.13740053725021634,4.54150800002584,1.1075413559872218
344,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,4,1237,0.17201660135564847,66,109599,+,2,0.0006021952755043387,9.333885159651746e-05,0.13740053725021634,6.451710784995419,1.2519354348840266
345,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,4,1243,0.15507633195136986,79,117660,+,2,0.0006714261431242563,9.333885159651746e-05,0.13740053725021634,7.19342622755504,1.1286442910260577
346,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,4,1250,0.21100853672786485,71,108222,+,2,0.0006560588420099425,9.333885159651746e-05,0.13740053725021634,7.028786306970383,1.535718425493512
347,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,4,1257,0.20868663353278488,71,106999,+,2,0.0006635576033420872,9.333885159651746e-05,0.13740053725021634,7.109125428396047,1.5188196327991892
348,CA1,ens_a,sc_cyca_cFOS_staple_3.0008.h5,fold_3,4,1262,0.23905001483642985,67,107291,+,2,0.0006244698996187937,9.333885159651746e-05,0.13740053725021634,6.690353362372986,1.7398040766107228
