ens,unet,fold,Nummer,mean,count,Neun_Area,Kondition,Group,Area,cfos_per_area,cfos_per_area_ctrl,mean_ctrl,norm_cfos_per_area,norm_mean_intensity
ens_a1,ens_a1,bin_average,1174,0.5339692323203153,11,94146,Saline,0,BLA,0.00011683980200964459,0.00011533131244499334,0.5631994356701308,1.0130796184719628,0.9480997289796013
ens_a1,ens_a1,bin_average,1175,0.533703200287195,6,89675,Saline,0,BLA,6.690827989963758e-05,0.00011533131244499334,0.5631994356701308,0.5801397598032983,0.9476273704929422
ens_a1,ens_a1,bin_average,1176,0.455351481755767,20,94829,L-DOPA responder,1,BLA,0.00021090594649316138,0.00011533131244499334,0.5631994356701308,1.8286963186493856,0.8085084126797121
ens_a1,ens_a1,bin_average,1177,0.5858711258623566,29,96768,L-DOPA responder,1,BLA,0.00029968584656084654,0.00011533131244499334,0.5631994356701308,2.598477726539184,1.0402551720692859
ens_a1,ens_a1,bin_average,1179,0.41060792990746126,21,95480,L-DOPA responder,1,BLA,0.00021994134897360704,0.00011533131244499334,0.5631994356701308,1.907039331391524,0.7290631060716416
ens_a1,ens_a1,bin_average,1180,0.47581171543657763,17,94146,L-DOPA responder,1,BLA,0.00018057060310581438,0.00011533131244499334,0.5631994356701308,1.5656685012748517,0.8448369889973814
ens_a1,ens_a1,bin_average,1181,0.5526758065698549,19,92880,L-DOPA responder,1,BLA,0.0002045650301464255,0.00011533131244499334,0.5631994356701308,1.7737163118124726,0.9813145602893687
ens_a1,ens_a1,bin_average,1182,0.5291403129747707,25,95914,L-DOPA responder,1,BLA,0.00026065016577350546,0.00011533131244499334,0.5631994356701308,2.2600121358873912,0.9395256448458008
ens_a1,ens_a1,bin_average,1183,0.4435931762418129,24,94560,L-DOPA responder,1,BLA,0.0002538071065989848,0.00011533131244499334,0.5631994356701308,2.200678213213231,0.7876307186174597
ens_a1,ens_a1,bin_average,1185,0.42245385232645216,16,95702,Saline,0,BLA,0.00016718563875363108,0.00011533131244499334,0.5631994356701308,1.4496118635029787,0.7500963700785487
ens_a1,ens_a1,bin_average,1186,0.5973946771273827,12,90923,Saline,0,BLA,0.00013197980708951531,0.00011533131244499334,0.5631994356701308,1.1443536390211668,1.0607160435389362
ens_a1,ens_a1,bin_average,1187,0.5356817125386439,11,88409,Saline,0,BLA,0.000124421721770408,0.00011533131244499334,0.5631994356701308,1.0788199590614238,0.951140357413987
ens_a1,ens_a1,bin_average,1188,0.5719210676974013,11,92876,Saline,0,BLA,0.00011843748654119471,0.00011533131244499334,0.5631994356701308,1.026932617260233,1.015485867838083
ens_a1,ens_a1,bin_average,1190,0.5884957002731449,7,95484,Saline,0,BLA,7.331071174228143e-05,0.00011533131244499334,0.5631994356701308,0.6356531473379928,1.0449152875533603
ens_a1,ens_a1,bin_average,1191,0.44535792980240213,15,94612,Saline,0,BLA,0.0001585422567961781,0.00011533131244499334,0.5631994356701308,1.3746679321957251,0.7907641620281219
ens_a1,ens_a1,bin_average,1192,0.6745296737390737,10,96768,Saline,0,BLA,0.00010333994708994708,0.00011533131244499334,0.5631994356701308,0.896026802254891,1.1976746264606517
ens_a1,ens_a1,bin_average,1193,0.7284873105892968,9,97458,Saline,0,BLA,9.234747275749553e-05,0.00011533131244499334,0.5631994356701308,0.8007146610903277,1.2934801856157685
ens_a1,ens_a1,bin_average,1194,0.5243402808514334,22,101676,L-DOPA responder,1,BLA,0.00021637357881899367,0.00011533131244499334,0.5631994356701308,1.8761043660384245,0.931002851996007
ens_a1,ens_a1,bin_average,1195,0.5244511111605761,23,94588,L-DOPA responder,1,BLA,0.00024315980885524592,0.00011533131244499334,0.5631994356701308,2.1083589850867233,0.9311996389636835
ens_a1,ens_a1,bin_average,1196,0.516195995056884,21,94600,L-DOPA non-responder,2,BLA,0.0002219873150105708,0.00011533131244499334,0.5631994356701308,1.9247792321486543,0.9165421027858114
ens_a1,ens_a1,bin_average,1197,0.5185808552017823,22,93090,L-DOPA non-responder,2,BLA,0.00023633043291438393,0.00011533131244499334,0.5631994356701308,2.0491437052457067,0.9207765888201603
ens_a1,ens_a1,bin_average,1198,0.6328165625084646,13,88290,L-DOPA non-responder,2,BLA,0.0001472420432665081,0.00011533131244499334,0.5631994356701308,1.2766874853412806,1.1236100791818069
ens_a1,ens_a1,bin_average,1200,0.6228562889070293,8,93095,L-DOPA non-responder,2,BLA,8.593372361566142e-05,0.00011533131244499334,0.5631994356701308,0.745103144964617,1.105924916572253
ens_a1,ens_a1,bin_average,1201,0.6551423830509365,18,92234,L-DOPA non-responder,2,BLA,0.00019515579937983823,0.00011533131244499334,0.5631994356701308,1.6921319565570432,1.1632511354905855
ens_a1,ens_a1,bin_average,1202,0.47316545945071514,24,95922,L-DOPA responder,1,BLA,0.0002502032901732658,0.00011533131244499334,0.5631994356701308,2.1694307024607817,0.8401383763598992
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1174,0.5306228149620319,11,94146,Saline,0,BLA,0.00011683980200964459,0.00011433609476235685,0.5608960193772926,1.0218977852312658,0.9460270649649644
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1175,0.5313675789970975,6,89675,Saline,0,BLA,6.690827989963758e-05,0.00011433609476235685,0.5608960193772926,0.5851894805284705,0.9473548761979491
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1176,0.44825850581624377,20,94829,L-DOPA responder,1,BLA,0.00021090594649316138,0.00011433609476235685,0.5608960193772926,1.8446138722117562,0.79918289723985
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1177,0.5839699269429366,26,96768,L-DOPA responder,1,BLA,0.0002686838624338624,0.00011433609476235685,0.5608960193772926,2.349947870725438,1.041137584808073
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1179,0.40538738451058864,21,95480,L-DOPA responder,1,BLA,0.00021994134897360704,0.00011433609476235685,0.5608960193772926,1.9236388074190098,0.7227496193691126
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1180,0.4695931738417835,19,94146,L-DOPA responder,1,BLA,0.0002018142034712043,0.00011433609476235685,0.5608960193772926,1.7650961744903682,0.8372196585797246
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1181,0.5447319561842789,21,92880,L-DOPA responder,1,BLA,0.00022609819121447027,0.00011433609476235685,0.5608960193772926,1.9774874389789734,0.9711817116995071
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1182,0.5249958922243115,25,95914,L-DOPA responder,1,BLA,0.00026065016577350546,0.00011433609476235685,0.5608960193772926,2.279683999311475,0.9359950402343068
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1183,0.4364543880223175,25,94560,L-DOPA responder,1,BLA,0.0002643824027072758,0.00011433609476235685,0.5608960193772926,2.312326682634949,0.778137788367387
ens_a1,p27a_sc_cyc_inns_02_cFOS_staple_1.0024.h5,fold_1,1185,0.4178334588126217,16,95702,Saline,0,BLA,0.00016718563875363108,0.00011433609476235685,0.5608960193772926,1.4622297455682736,0.744939247877888
